City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,enriquillo,17.9,-71.2333,303.97,89,0,4.69,DO,1689896920
268,turpan,42.9333,89.1667,307.93,24,89,2.12,CN,1689896920
269,belmonte,-15.8631,-38.8828,295.47,85,68,3.7,BR,1689896922
270,sainte-marie,-20.8968,55.5496,294.24,93,75,2.57,RE,1689896923
271,chonchi,-42.6128,-73.8092,283.77,83,61,4.26,CL,1689896651
272,rantepao,-2.9701,119.8978,294.39,92,48,0.64,ID,1689896923
273,dakhla,23.6848,-15.958,293.53,92,1,11.39,EH,1689896924
274,zhuanghe,39.7008,122.9911,299.44,67,94,1.55,CN,1689896924
275,mugia,43.1041,-9.2179,289.77,87,1,1.65,ES,1689896924
276,malango,-2.9627,119.9001,294.4,92,48,0.64,ID,1689896924
277,vorgashor,67.5833,63.95,291.01,86,58,2.61,RU,1689896634
278,oranjemund,-28.55,16.4333,286.45,43,0,2.59,NA,1689896925
279,udachny,66.4167,112.4,287.29,93,72,1.38,RU,1689896925
280,egilsstadir,65.2653,-14.3948,278.1,100,100,2.57,IS,1689896925
281,constantia,44.1833,28.65,294.65,84,97,1.77,RO,1689896646
282,kirakira,-10.4544,161.9205,301.9,79,85,1.57,SB,1689896780
283,mamfe,5.754,9.3123,296.03,98,99,0.3,CM,1689896926
284,havza,40.9706,35.6622,287.49,82,0,0.0,TR,1689896926
285,pisco,-13.7,-76.2167,293.18,73,0,8.23,PE,1689896667
286,rongelap,11.1635,166.8941,301.48,81,99,7.9,MH,1689896928
287,pacific grove,36.6177,-121.9166,299.95,83,20,5.14,US,1689896850
288,gamba,-2.65,10.0,293.42,94,66,2.06,GA,1689896931
289,ipora,-16.4419,-51.1178,295.06,43,4,2.73,BR,1689896931
290,carutapera,-1.195,-46.02,297.14,92,6,2.22,BR,1689896932
291,primorsko-akhtarsk,46.0497,38.1747,293.93,51,37,2.88,RU,1689896934
292,hami,42.8,93.45,304.67,18,99,8.48,CN,1689896743
293,hilo,19.7297,-155.09,300.51,79,100,3.09,US,1689896676
294,gorgoram,12.6398,10.7039,299.03,71,90,7.53,NG,1689896936
295,prince rupert,54.3161,-130.3201,290.98,91,0,4.12,CA,1689896936
296,beledweyne,4.7358,45.2036,298.27,69,100,9.27,SO,1689896937
297,lugu,23.7464,120.7525,300.15,81,100,0.74,TW,1689896937
298,aitape,-3.1374,142.3475,302.29,66,76,1.51,PG,1689896937
299,cooper's town,26.8667,-77.5167,303.14,75,99,3.11,BS,1689896937
300,barki saria,24.1667,85.8833,300.23,83,32,4.1,IN,1689896938
301,puerto armuelles,8.2833,-82.8667,304.31,73,93,3.13,PA,1689896938
302,wenchang,30.904,118.4887,300.88,86,100,1.18,CN,1689896938
303,pemangkat,1.1667,108.9667,298.2,88,100,3.01,ID,1689896939
304,khash,28.2211,61.2158,299.68,37,99,1.54,IR,1689896939
305,tangalle,6.024,80.7911,298.4,89,83,4.79,LK,1689896941
306,mahanje,-9.9333,35.3333,285.97,79,8,1.35,TZ,1689896941
307,tralee,52.2704,-9.7026,285.61,85,60,2.52,IE,1689896943
308,songea,-10.6833,35.65,288.79,67,0,1.03,TZ,1689896944
309,palikir - national government center,6.9248,158.1611,297.62,100,100,5.14,FM,1689896945
310,usakos,-22.0,15.6,286.19,39,0,1.08,NA,1689896946
311,namibe,-15.1961,12.1522,290.99,81,65,2.32,AO,1689896947
312,remire-montjoly,4.9167,-52.2667,297.17,100,0,0.0,GF,1689896947
313,balqash,46.8481,74.995,297.09,40,0,4.28,KZ,1689896948
314,lensk,60.7253,114.9278,292.69,65,83,2.96,RU,1689896949
315,mandalgovi,45.7625,106.2708,288.33,65,89,5.03,MN,1689896950
316,rankweil,47.2764,9.6303,292.05,69,83,2.19,AT,1689896951
317,albertville,34.2676,-86.2089,306.12,78,40,1.54,US,1689896926
318,aldinga beach,-35.2793,138.4604,284.93,65,43,3.9,AU,1689896952
319,tuba city,36.135,-111.2399,312.8,15,61,2.68,US,1689896955
320,tofol,5.3248,163.0078,304.03,74,75,1.54,FM,1689896792
321,akureyri,65.6835,-18.0878,281.11,87,40,2.06,IS,1689896956
322,floro,61.5996,5.0328,285.13,94,75,2.57,NO,1689896956
323,mount pearl,47.5166,-52.7813,297.34,78,40,5.14,CA,1689896957
324,sittwe,20.15,92.9,299.77,91,100,7.72,MM,1689896958
325,yarmouth,41.7057,-70.2286,298.41,77,0,2.06,US,1689896958
326,san-pedro,4.7485,-6.6363,297.22,93,35,2.4,CI,1689896959
327,shiguai,40.7058,110.2856,291.2,75,55,4.2,CN,1689896959
328,puerto ayacucho,5.6639,-67.6236,298.71,87,75,0.9,VE,1689896886
329,moyale,3.5167,39.0584,293.35,59,80,6.36,KE,1689896960
330,djamaa,33.5339,5.9931,309.73,11,0,4.54,DZ,1689896960
331,kirensk,57.7853,108.1119,292.85,59,10,0.55,RU,1689896960
332,auki,-8.7676,160.7034,302.95,70,91,1.42,SB,1689896961
333,rreshen,41.7675,19.8756,297.02,54,0,2.18,AL,1689896961
334,thunder bay,48.4001,-89.3168,299.14,38,40,4.12,CA,1689896829
335,gudul,40.2105,32.2455,293.65,50,0,2.49,TR,1689896961
336,ilhabela,-23.7781,-45.3581,292.41,88,97,5.86,BR,1689896962
337,wokha,26.1,94.2667,290.02,95,100,1.29,IN,1689896962
338,wagar,16.1525,36.2032,303.83,46,80,6.87,SD,1689896962
339,ambalangoda,6.2355,80.0538,299.7,86,63,5.17,LK,1689896963
340,kruisfontein,-34.0033,24.7314,282.53,66,1,3.97,ZA,1689896963
341,tsengel,49.4783,100.8894,287.78,78,35,1.1,MN,1689896964
342,labytnangi,66.6572,66.4183,291.27,90,79,0.93,RU,1689896965
343,muroto-misakicho,33.2833,134.15,299.61,75,100,3.4,JP,1689896965
344,nova sintra,14.8667,-24.7167,296.39,86,19,5.28,CV,1689896966
345,baiti,13.745,-14.7482,299.61,84,98,2.91,SN,1689896967
346,north bend,43.4065,-124.2243,298.84,72,20,6.69,US,1689896969
347,larisa,39.6372,22.4203,300.4,57,20,0.0,GR,1689896707
348,huamachuco,-7.8,-78.0667,285.17,63,68,2.89,PE,1689896970
349,timbuktu,16.7735,-3.0074,308.09,34,46,6.31,ML,1689896971
350,la ronge,55.1001,-105.2842,297.29,43,75,4.12,CA,1689896972
351,taksimo,56.3444,114.8794,288.44,69,44,0.57,RU,1689896973
352,okha,53.5739,142.9478,286.15,89,100,5.26,RU,1689896974
353,fort riley north,39.1108,-96.8139,301.87,56,20,3.6,US,1689896975
354,shimoda,34.6667,138.95,298.35,76,82,4.86,JP,1689896976
355,praia,14.9215,-23.5087,300.45,78,40,2.57,CV,1689896977
356,aral,40.5156,81.2636,302.43,24,39,2.74,CN,1689896979
357,berriane,32.8265,3.7669,308.6,12,7,4.43,DZ,1689896981
358,naze,28.3667,129.4833,300.66,74,100,3.79,JP,1689896982
359,hirara,24.8,125.2833,303.07,79,75,3.6,JP,1689896985
360,fort irwin,35.2627,-116.6848,316.05,9,0,6.17,US,1689896987
361,wamba,8.9333,8.6,295.69,96,83,1.91,NG,1689896987
362,kawardha,22.0167,81.25,300.5,79,99,1.09,IN,1689896987
363,anshun,26.25,105.9333,292.46,98,82,2.05,CN,1689896826
364,christchurch,-43.5333,172.6333,283.66,72,75,3.58,NZ,1689896988
365,nogliki,51.8333,143.1667,288.14,90,98,2.11,RU,1689896988
366,ulaangom,49.9811,92.0667,294.57,52,97,9.21,MN,1689896988
367,tampakan,6.4442,124.9264,299.81,83,79,0.71,PH,1689896989
368,mount isa,-20.7333,139.5,296.02,38,75,5.66,AU,1689896800
369,luba,3.4568,8.5547,299.09,88,99,4.65,GQ,1689896990
370,kargasok,59.0556,80.8572,290.28,97,90,3.68,RU,1689896991
371,saint-pierre,-21.3393,55.4781,293.97,73,40,2.06,RE,1689896992
372,mangai,-4.05,19.5333,296.52,48,11,0.91,CD,1689896993
373,lorengau,-2.0226,147.2712,302.41,72,74,4.61,PG,1689896994
374,argo,37.6333,22.7333,300.25,40,0,1.5,GR,1689896995
375,qamdo,31.1667,97.2333,277.75,72,11,1.94,CN,1689896996
376,severo-yeniseyskiy,60.3725,93.0408,291.96,53,0,1.46,RU,1689896996
377,banff,51.1762,-115.5698,294.72,49,80,3.09,CA,1689896706
378,akjoujt,19.6969,-14.4164,302.6,49,74,7.76,MR,1689897000
379,revda,56.801,59.9303,284.5,91,25,2.73,RU,1689897001
380,mejit,10.2753,170.8646,301.41,83,100,8.88,MH,1689897002
381,at taj,24.2049,23.2857,302.08,19,4,4.0,LY,1689897003
382,galle,6.0367,80.217,299.61,86,73,5.33,LK,1689897004
383,al wajh,26.2455,36.4525,302.12,84,0,1.54,SA,1689897004
384,skiathos,39.1623,23.4909,300.92,72,4,3.09,GR,1689897005
385,lethem,3.3803,-59.7968,301.0,66,72,1.7,GY,1689897005
386,sai buri,6.7013,101.6168,297.99,89,100,2.4,TH,1689897005
387,sao joao nepomuceno,-21.54,-43.0106,289.93,91,100,1.26,BR,1689897005
388,gubkinskiy,64.434,76.5026,293.17,56,89,3.94,RU,1689897006
389,crane,31.3974,-102.3501,309.72,18,92,8.19,US,1689897006
390,kendari,-3.945,122.4989,298.47,86,29,0.5,ID,1689897006
391,sandnessjoen,66.0217,12.6316,286.44,91,63,1.64,NO,1689897007
392,la palma,33.8464,-118.0467,313.66,48,20,4.63,US,1689897007
393,silver springs,29.1044,-82.0206,307.14,68,22,3.01,US,1689897007
394,puerto lempira,15.2667,-83.7667,302.23,70,20,2.57,HN,1689897008
395,adam,22.3756,57.5233,303.69,53,100,2.83,OM,1689897008
396,chibougamau,49.9168,-74.3659,292.94,68,100,1.75,CA,1689896779
397,kiunga,-6.1219,141.2906,299.91,72,80,2.07,PG,1689897009
398,mahina,-17.5065,-149.489,299.02,57,75,11.32,PF,1689897009
399,charters towers,-20.1,146.2667,294.17,59,20,2.23,AU,1689897010
400,agat village,13.3886,144.6585,304.67,74,20,5.14,GU,1689897010
401,fomboni,-12.28,43.7425,299.11,76,95,7.75,KM,1689897011
402,kapa'a,22.0752,-159.319,304.33,66,20,8.75,US,1689897011
403,ar ruways,24.1103,52.7306,305.03,66,98,3.28,AE,1689897011
404,juli,-16.2167,-69.45,278.41,46,0,1.76,PE,1689897012
405,camiri,-20.05,-63.5167,289.91,75,0,0.87,BO,1689897012
406,chernyshevskiy,63.0128,112.4714,293.52,58,94,2.88,RU,1689896826
407,puerto real,36.5282,-6.1901,297.24,69,0,0.51,ES,1689897013
408,muynoq,43.7683,59.0214,299.53,35,1,3.52,UZ,1689897013
409,arawa,-6.2132,155.5367,302.0,80,73,1.21,PG,1689897014
410,lata,40.1629,-8.3327,287.04,99,11,1.04,PT,1689897014
411,ghat,24.9647,10.1728,303.02,22,0,1.35,LY,1689896790
412,dali,25.7,100.1833,290.76,93,99,0.86,CN,1689897014
413,kenai,60.5544,-151.2583,289.2,79,0,4.12,US,1689897015
414,kholmsk,47.0511,142.0569,293.44,78,69,4.78,RU,1689897015
415,mumford,5.2618,-0.759,297.65,91,47,3.66,GH,1689896807
416,bam,29.106,58.357,305.53,13,99,3.41,IR,1689897016
417,mamers,48.3333,0.25,290.63,77,100,2.52,FR,1689897016
418,la passe,45.5549,-0.8967,290.92,81,50,4.6,FR,1689897016
419,riyadh,24.6877,46.7219,307.23,11,81,1.46,SA,1689896759
420,anar darah,32.7587,61.654,300.6,26,13,6.51,AF,1689897017
421,tome,-36.6167,-72.95,285.49,97,100,7.39,CL,1689896773
422,rikaze,29.25,88.8833,287.82,50,13,1.37,CN,1689897018
423,myaydo,19.3667,95.2167,297.96,93,100,3.57,MM,1689897018
424,broken hill,-31.95,141.4333,282.17,69,1,6.05,AU,1689897018
425,callao,-12.0667,-77.15,295.77,68,0,6.17,PE,1689896743
426,cradock,-32.1642,25.6192,278.64,72,100,1.69,ZA,1689897019
427,san luis de la loma,17.2706,-100.8939,305.88,60,32,1.85,MX,1689896805
428,xianning,29.8833,114.2167,299.4,94,100,1.81,CN,1689897021
429,singrauli,24.1997,82.6753,299.87,74,36,2.36,IN,1689897022
430,kingston,17.997,-76.7936,303.68,79,20,8.75,JM,1689896975
431,kone,-21.0595,164.8658,296.57,50,4,3.12,NC,1689897023
432,langsa,4.4683,97.9683,296.25,95,98,1.1,ID,1689897024
433,albertina,-22.2008,-46.6158,289.49,69,64,2.4,BR,1689897024
434,usol'ye,59.4268,56.6808,284.61,99,11,2.38,RU,1689897025
435,cromwell,41.5951,-72.6454,301.19,66,40,4.12,US,1689897025
436,acajutla,13.5928,-89.8275,302.89,73,86,2.37,SV,1689897025
437,elverum,60.8819,11.5623,281.61,95,54,1.46,NO,1689897026
438,ulubey,40.8721,37.7588,290.22,80,0,2.44,TR,1689897026
439,hoquiam,46.9809,-123.8893,295.84,84,100,5.14,US,1689897026
440,qaqortoq,60.7167,-46.0333,281.26,97,100,1.51,GL,1689896757
441,laguna,38.421,-121.4238,313.9,21,0,3.6,US,1689897027
442,taltal,-25.4,-70.4833,289.79,80,77,1.19,CL,1689896885
443,selfoss,63.9331,-20.9971,284.84,95,66,1.95,IS,1689897027
444,filipstad,59.7124,14.1683,282.85,84,62,0.61,SE,1689897028
445,island harbour,50.724,-1.2758,288.7,82,66,0.45,GB,1689897028
446,san antonio,29.4241,-98.4936,312.96,30,20,5.66,US,1689896888
447,el hajeb,33.6879,-5.371,294.21,50,23,0.85,MA,1689897029
448,pomichna,48.2422,31.4158,290.32,96,48,4.09,UA,1689897029
449,lundazi,-12.2929,33.1782,288.12,63,1,2.86,ZM,1689897029
450,kalabo,-14.97,22.6814,287.88,39,37,3.04,ZM,1689897029
451,esil,51.9556,66.4042,290.35,84,67,3.39,KZ,1689897030
452,aswan,24.0934,32.907,307.76,13,0,3.6,EG,1689897030
453,el reno,35.5323,-97.955,306.71,52,0,5.66,US,1689897030
454,ulsteinvik,62.3432,5.8487,286.9,92,100,0.89,NO,1689897032
455,naivasha,-0.7167,36.4359,288.37,84,91,0.51,KE,1689897032
456,maslova pristan',50.4587,36.7408,292.79,92,100,2.76,RU,1689897033
457,kovdor,67.5662,30.4758,284.78,96,100,1.61,RU,1689897033
458,faaborg,55.0951,10.2423,285.15,87,49,5.01,DK,1689897034
459,sarangani,5.4033,125.4636,301.63,73,58,3.47,PH,1689897034
460,madimba,-10.4,40.3333,295.77,94,20,5.66,TZ,1689897034
461,dromana,-38.3418,144.9656,282.89,94,41,5.23,AU,1689897035
462,gebeit,21.0667,36.3167,303.02,18,42,1.07,SD,1689897036
463,tazacorte,28.629,-17.9293,295.69,92,0,8.75,ES,1689897038
464,oblivskaya,48.5362,42.5014,292.65,50,50,2.51,RU,1689897039
465,xylokastro,38.0776,22.6317,299.82,42,1,0.45,GR,1689897039
466,extrema,-22.8547,-46.3183,287.2,92,52,1.59,BR,1689897040
467,yekaterinoslavka,50.3734,129.1139,295.96,58,64,4.15,RU,1689897040
468,aver-o-mar,41.4078,-8.7812,291.1,94,0,1.03,PT,1689897041
469,kirawsk,53.2686,29.4736,285.08,95,67,3.15,BY,1689897041
470,nueva gerona,21.8833,-82.8,303.55,65,43,3.3,CU,1689897043
471,praia da vitoria,38.7333,-27.0667,295.24,94,20,2.47,PT,1689897045
472,haiku-pauwela,20.9219,-156.3051,301.58,68,40,10.29,US,1689897045
473,xichang,27.8964,102.2634,292.77,89,51,0.09,CN,1689897046
474,gaiman,-43.2897,-65.4929,286.98,51,100,6.89,AR,1689897047
475,grand falls-windsor,48.9332,-55.6649,293.99,91,100,0.63,CA,1689897048
476,sirjan,29.452,55.6814,301.43,24,93,2.65,IR,1689897049
477,nchelenge,-9.3451,28.734,290.81,51,1,3.63,ZM,1689897050
478,bardai,11.65,7.2333,297.29,80,90,3.53,NG,1689897051
479,babana,10.4295,3.815,296.51,91,68,1.54,NG,1689897052
480,lyubymivka,46.8106,33.5686,295.13,86,100,4.42,UA,1689897053
481,igarka,67.4667,86.5833,289.95,94,95,5.67,RU,1689897053
482,port-vila,-17.7338,168.3219,298.93,73,75,4.63,VU,1689897054
483,qoryooley,1.7878,44.53,297.3,87,77,6.94,SO,1689897056
484,kailua-kona,19.6406,-155.9956,302.92,91,75,5.14,US,1689897023
485,khovd,48.0056,91.6419,295.14,39,76,1.11,MN,1689897058
486,yuzhno-kurilsk,44.0306,145.8556,289.42,87,45,3.93,RU,1689897059
487,galvez,-32.0293,-61.221,286.43,69,82,3.78,AR,1689897059
488,corvallis,44.5646,-123.262,304.47,51,0,2.57,US,1689896762
489,bela vista de goias,-16.9728,-48.9533,296.79,51,52,4.14,BR,1689897061
490,tsiombe,-25.3,45.4833,292.16,78,25,5.3,MG,1689897062
491,kuvandyk,51.4781,57.3552,290.18,58,97,1.66,RU,1689897063
492,atamyrat,37.8357,65.2106,299.5,22,0,4.53,TM,1689897064
493,kapuskasing,49.4169,-82.4331,296.2,49,75,2.57,CA,1689897064
494,calchaqui,-29.8877,-60.287,289.64,69,55,3.85,AR,1689897065
495,taulaga,-11.0553,-171.0883,301.1,77,29,4.72,AS,1689897066
496,barra de santo antonio,-9.4047,-35.5072,295.75,76,31,6.31,BR,1689897066
497,mildura,-34.2,142.15,283.24,69,3,3.63,AU,1689897067
498,inhambane,-23.865,35.3833,292.74,67,100,8.38,MZ,1689897069
499,alice,27.7523,-98.0697,309.24,46,0,7.72,US,1689897070
500,chapaev,50.2,51.1667,290.77,61,4,2.75,KZ,1689897071
501,polyarnyy,69.1989,33.4478,281.83,87,99,6.53,RU,1689897071
502,bulgan,48.8125,103.5347,288.57,84,1,1.58,MN,1689897072
503,prado,-17.3411,-39.2208,295.35,89,100,6.73,BR,1689897073
504,nagqu,31.5,92.0,275.75,67,0,1.3,CN,1689897074
505,strzalkowo,52.307,17.8181,285.9,62,69,2.7,PL,1689897075
506,beau vallon,-20.4189,57.6953,293.83,94,20,2.06,MU,1689897076
507,labrador city,52.9463,-66.9114,290.1,67,20,0.0,CA,1689897076
508,rio gallegos,-51.6226,-69.2181,275.18,93,100,5.66,AR,1689897077
509,darwin,-12.4611,130.8418,294.76,68,21,2.24,AU,1689897027
510,tolmezzo,46.4075,13.0175,292.86,96,74,3.19,IT,1689897077
511,dolinsk,47.35,142.8,296.25,65,53,3.04,RU,1689897078
512,siwa oasis,29.2041,25.5195,304.14,22,0,2.67,EG,1689897078
513,urubamba,-13.3047,-72.1158,290.65,83,42,2.91,PE,1689897078
514,verde village,34.7105,-112.0115,316.25,11,6,3.13,US,1689897079
515,dublin,37.7021,-121.9358,310.87,42,0,5.14,US,1689897079
516,iskushuban,10.2837,50.23,300.81,51,100,9.36,SO,1689897080
517,al matariyah,31.1829,32.0311,299.12,62,0,1.67,EG,1689897081
518,ryotsu-minato,38.0833,138.4333,297.63,77,9,1.18,JP,1689897081
519,hoa binh,20.8133,105.3383,299.87,93,100,0.65,VN,1689897082
520,ngetkib,7.3645,134.5148,300.29,89,75,3.6,PW,1689897083
521,zhaodong,46.0833,125.9833,299.33,68,63,2.48,CN,1689897059
522,bahia de caraquez,-0.6,-80.4167,301.25,84,58,4.89,EC,1689897085
523,kisangani,0.5167,25.2,296.64,85,84,0.78,CD,1689897086
524,beipiao,41.7919,120.7792,300.53,51,91,2.5,CN,1689897039
525,oudtshoorn,-33.5907,22.2014,278.35,75,0,2.22,ZA,1689897087
526,tucacas,10.7906,-68.3258,300.45,84,48,5.52,VE,1689897087
527,kalmunai,7.4167,81.8167,299.38,66,78,1.77,LK,1689897087
528,princeville,45.7668,-61.2985,295.55,93,100,2.06,CA,1689897088
529,tambacounda,13.7539,-13.7586,302.18,84,0,1.03,SN,1689897088
530,suntar,62.1444,117.6319,294.96,58,56,2.63,RU,1689897088
531,wynyard,-41.0,145.7167,282.43,65,7,2.84,AU,1689897089
532,lesnoy,57.6198,63.0784,286.24,96,32,2.66,RU,1689897089
533,xining,36.6167,101.7667,285.19,65,0,1.51,CN,1689896813
534,parry sound,45.3501,-80.033,294.18,78,72,0.4,CA,1689897090
535,kaga bandoro,6.9896,19.1874,295.34,95,100,0.77,CF,1689897091
536,parabel',58.6978,81.4825,289.95,97,78,3.12,RU,1689897091
537,ansalta,42.6894,46.1178,287.85,86,21,2.23,RU,1689897091
538,sirte,31.2089,16.5887,300.16,72,0,1.69,LY,1689897092
539,xiangxiang,27.7333,112.5333,301.51,81,92,1.9,CN,1689897092
540,akrehamn,59.2667,5.1833,285.93,76,100,3.09,NO,1689897092
